Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,age_group,screen_time_hours,sleep_affected
16,Female,4.38,Laptop,True,0.36,Eye Strain,Urban,13-17 (Teen),4.38,0
15,Female,5.63,TV,True,0.45,Poor Sleep,Rural,13-17 (Teen),5.63,1
12,Male,4.01,TV,True,0.45,"Poor Sleep, Obesity Risk",Rural,8-12 (Pre-teen),4.01,1
13,Male,3.39,Tablet,True,0.31,Poor Sleep,Urban,13-17 (Teen),3.39,1
18,Female,3.91,Laptop,True,0.47,Poor Sleep,Urban,18-29 (Young Adult),3.91,1
17,Male,4.05,Smartphone,True,0.32,Poor Sleep,Rural,13-17 (Teen),4.05,1
8,Female,1.2,Tablet,False,0.41,,Rural,8-12 (Pre-teen),1.2,0
17,Male,4.92,TV,True,0.39,"Poor Sleep, Anxiety",Rural,13-17 (Teen),4.92,1
8,Female,1.82,Smartphone,False,0.51,,Rural,8-12 (Pre-teen),1.82,0
11,Male,4.15,Smartphone,True,0.44,"Eye Strain, Obesity Risk",Urban,8-12 (Pre-teen),4.15,0
9,Male,0.34,Tablet,False,0.51,,Urban,8-12 (Pre-teen),0.34,0
18,Female,4.77,TV,True,0.38,Poor Sleep,Urban,18-29 (Young Adult),4.77,1
14,Male,5.4,Smartphone,True,0.49,Poor Sleep,Urban,13-17 (Teen),5.4,1
9,Female,2.78,TV,True,0.47,,Urban,8-12 (Pre-teen),2.78,0
17,Male,4.92,TV,True,0.39,,Urban,13-17 (Teen),4.92,0
9,Male,0.01,Tablet,False,0.54,,Urban,8-12 (Pre-teen),0.01,0
12,Female,5.06,TV,True,0.41,Anxiety,Rural,8-12 (Pre-teen),5.06,0
11,Female,4.2,TV,True,0.35,Poor Sleep,Urban,8-12 (Pre-teen),4.2,1
15,Female,5.66,Tablet,True,0.42,Eye Strain,Urban,13-17 (Teen),5.66,0
11,Female,3.47,Smartphone,True,0.32,"Poor Sleep, Obesity Risk",Urban,8-12 (Pre-teen),3.47,1
13,Male,5.42,Laptop,True,0.35,,Urban,13-17 (Teen),5.42,0
12,Male,5.64,Smartphone,True,0.3,Obesity Risk,Urban,8-12 (Pre-teen),5.64,0
18,Female,3.48,Tablet,True,0.41,,Urban,18-29 (Young Adult),3.48,0
9,Male,2.74,Smartphone,True,0.59,,Urban,8-12 (Pre-teen),2.74,0
18,Male,4.31,TV,True,0.32,Eye Strain,Urban,18-29 (Young Adult),4.31,0
15,Male,2.59,Smartphone,False,0.42,,Urban,13-17 (Teen),2.59,0
9,Female,1.07,Smartphone,False,0.47,,Urban,8-12 (Pre-teen),1.07,0
16,Male,3.94,Laptop,True,0.35,Poor Sleep,Urban,13-17 (Teen),3.94,1
16,Female,3.01,Smartphone,True,0.47,,Urban,13-17 (Teen),3.01,0
10,Female,5.27,Tablet,True,0.44,Eye Strain,Urban,8-12 (Pre-teen),5.27,0
11,Female,4.72,Laptop,True,0.45,"Eye Strain, Obesity Risk",Rural,8-12 (Pre-teen),4.72,0
15,Male,3.79,Tablet,True,0.45,"Poor Sleep, Obesity Risk",Urban,13-17 (Teen),3.79,1
16,Female,3.72,Smartphone,True,0.32,,Rural,13-17 (Teen),3.72,0
10,Female,5.43,Smartphone,True,0.42,"Eye Strain, Obesity Risk",Urban,8-12 (Pre-teen),5.43,0
12,Female,4.79,TV,True,0.49,Poor Sleep,Urban,8-12 (Pre-teen),4.79,1
18,Male,5.86,Smartphone,True,0.4,"Poor Sleep, Anxiety",Urban,18-29 (Young Adult),5.86,1
15,Male,3.02,Laptop,True,0.46,Poor Sleep,Urban,13-17 (Teen),3.02,1
14,Female,4.02,Smartphone,True,0.37,Poor Sleep,Urban,13-17 (Teen),4.02,1
18,Male,4.23,Smartphone,True,0.32,Poor Sleep,Rural,18-29 (Young Adult),4.23,1
15,Female,4.95,Smartphone,True,0.33,,Urban,13-17 (Teen),4.95,0
17,Female,6.1,TV,True,0.36,"Poor Sleep, Eye Strain, Anxiety",Urban,13-17 (Teen),6.1,1
18,Female,5.31,Laptop,True,0.49,,Urban,18-29 (Young Adult),5.31,0
10,Female,5.32,Smartphone,True,0.49,"Poor Sleep, Eye Strain, Anxiety",Urban,8-12 (Pre-teen),5.32,1
9,Male,2.6,Tablet,True,0.51,,Urban,8-12 (Pre-teen),2.6,0
17,Male,4.25,Laptop,True,0.32,,Urban,13-17 (Teen),4.25,0
14,Female,2.77,Tablet,False,0.32,,Urban,13-17 (Teen),2.77,0
16,Male,5.4,Smartphone,True,0.31,Poor Sleep,Rural,13-17 (Teen),5.4,1
8,Male,6.21,Tablet,True,0.5,Poor Sleep,Urban,8-12 (Pre-teen),6.21,1
10,Female,0.0,TV,False,0.58,,Rural,8-12 (Pre-teen),0.0,0
12,Male,2.31,TV,False,0.42,,Urban,8-12 (Pre-teen),2.31,0
10,Female,2.85,Smartphone,True,0.5,,Rural,8-12 (Pre-teen),2.85,0
8,Female,1.89,TV,False,0.49,,Rural,8-12 (Pre-teen),1.89,0
14,Female,4.73,Smartphone,True,0.48,Poor Sleep,Urban,13-17 (Teen),4.73,1
14,Female,3.43,Smartphone,True,0.35,"Poor Sleep, Eye Strain, Obesity Risk",Urban,13-17 (Teen),3.43,1
17,Male,1.71,TV,False,0.35,,Urban,13-17 (Teen),1.71,0
15,Female,4.54,Tablet,True,0.34,Anxiety,Rural,13-17 (Teen),4.54,0
12,Female,6.61,Smartphone,True,0.44,Eye Strain,Rural,8-12 (Pre-teen),6.61,0
17,Female,3.73,Smartphone,True,0.46,Poor Sleep,Urban,13-17 (Teen),3.73,1
12,Female,5.54,Smartphone,True,0.41,"Poor Sleep, Obesity Risk",Urban,8-12 (Pre-teen),5.54,1
12,Male,4.94,Smartphone,True,0.44,,Urban,8-12 (Pre-teen),4.94,0
8,Female,4.32,Smartphone,True,0.54,,Urban,8-12 (Pre-teen),4.32,0
17,Female,3.87,TV,True,0.43,Poor Sleep,Urban,13-17 (Teen),3.87,1
12,Male,6.42,Smartphone,True,0.4,"Poor Sleep, Obesity Risk",Urban,8-12 (Pre-teen),6.42,1
13,Female,3.63,Smartphone,True,0.36,Poor Sleep,Urban,13-17 (Teen),3.63,1
8,Male,6.5,TV,True,0.56,Anxiety,Urban,8-12 (Pre-teen),6.5,0
18,Male,6.33,Smartphone,True,0.39,Poor Sleep,Urban,18-29 (Young Adult),6.33,1
8,Female,5.34,TV,True,0.42,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),5.34,1
18,Male,5.03,Smartphone,True,0.49,Poor Sleep,Urban,18-29 (Young Adult),5.03,1
9,Male,1.44,TV,False,0.55,,Urban,8-12 (Pre-teen),1.44,0
9,Male,0.0,TV,False,0.4,,Rural,8-12 (Pre-teen),0.0,0
12,Female,3.49,Smartphone,True,0.33,Poor Sleep,Urban,8-12 (Pre-teen),3.49,1
17,Female,4.58,TV,True,0.38,Eye Strain,Urban,13-17 (Teen),4.58,0
14,Male,5.6,Smartphone,True,0.45,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),5.6,1
8,Female,6.96,Tablet,True,0.55,,Urban,8-12 (Pre-teen),6.96,0
17,Male,4.68,TV,True,0.47,Eye Strain,Rural,13-17 (Teen),4.68,0
8,Male,2.7,Smartphone,True,0.44,,Urban,8-12 (Pre-teen),2.7,0
8,Female,4.33,TV,True,0.58,,Urban,8-12 (Pre-teen),4.33,0
13,Male,4.06,Laptop,True,0.49,"Poor Sleep, Anxiety",Urban,13-17 (Teen),4.06,1
9,Male,1.51,Tablet,False,0.49,,Urban,8-12 (Pre-teen),1.51,0
8,Female,0.51,Smartphone,False,0.58,,Rural,8-12 (Pre-teen),0.51,0
13,Male,5.05,Smartphone,True,0.44,"Poor Sleep, Anxiety",Rural,13-17 (Teen),5.05,1
9,Female,4.13,TV,True,0.49,,Urban,8-12 (Pre-teen),4.13,0
13,Female,2.91,TV,False,0.42,,Urban,13-17 (Teen),2.91,0
17,Male,3.46,Laptop,True,0.48,Poor Sleep,Urban,13-17 (Teen),3.46,1
15,Female,3.91,Smartphone,True,0.48,"Poor Sleep, Eye Strain, Anxiety",Urban,13-17 (Teen),3.91,1
9,Male,2.57,Smartphone,True,0.58,,Urban,8-12 (Pre-teen),2.57,0
18,Male,6.07,Smartphone,True,0.44,Eye Strain,Rural,18-29 (Young Adult),6.07,0
16,Male,3.65,Smartphone,True,0.31,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),3.65,1
15,Female,3.16,Laptop,True,0.43,Poor Sleep,Urban,13-17 (Teen),3.16,1
17,Male,2.1,Smartphone,False,0.33,,Rural,13-17 (Teen),2.1,0
8,Female,7.69,Tablet,True,0.5,Poor Sleep,Urban,8-12 (Pre-teen),7.69,1
14,Male,5.52,Laptop,True,0.34,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),5.52,1
17,Female,2.86,Smartphone,False,0.48,,Urban,13-17 (Teen),2.86,0
13,Male,3.81,TV,True,0.39,,Urban,13-17 (Teen),3.81,0
13,Male,6.51,Tablet,True,0.3,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),6.51,1
13,Female,5.95,Smartphone,True,0.37,Poor Sleep,Urban,13-17 (Teen),5.95,1
13,Female,5.53,Laptop,True,0.39,,Urban,13-17 (Teen),5.53,0
17,Male,5.64,TV,True,0.47,Eye Strain,Urban,13-17 (Teen),5.64,0
14,Male,2.57,TV,False,0.33,,Urban,13-17 (Teen),2.57,0
10,Male,5.7,Smartphone,True,0.47,"Poor Sleep, Obesity Risk",Urban,8-12 (Pre-teen),5.7,1
13,Male,4.61,Laptop,True,0.45,,Rural,13-17 (Teen),4.61,0
10,Male,4.03,Smartphone,True,0.59,"Eye Strain, Obesity Risk",Rural,8-12 (Pre-teen),4.03,0
14,Male,4.9,Smartphone,True,0.47,Poor Sleep,Urban,13-17 (Teen),4.9,1
14,Female,5.84,Smartphone,True,0.45,"Poor Sleep, Obesity Risk",Urban,13-17 (Teen),5.84,1
15,Female,4.35,Laptop,True,0.32,Poor Sleep,Urban,13-17 (Teen),4.35,1
9,Female,7.32,Smartphone,True,0.54,Poor Sleep,Urban,8-12 (Pre-teen),7.32,1
16,Male,4.93,Smartphone,True,0.33,Poor Sleep,Urban,13-17 (Teen),4.93,1
12,Female,3.23,Smartphone,True,0.42,Eye Strain,Urban,8-12 (Pre-teen),3.23,0
16,Female,8.67,TV,True,0.33,Poor Sleep,Rural,13-17 (Teen),8.67,1
17,Female,3.51,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),3.51,1
12,Female,5.8,Smartphone,True,0.37,Poor Sleep,Urban,8-12 (Pre-teen),5.8,1
14,Female,5.66,Smartphone,True,0.38,,Urban,13-17 (Teen),5.66,0
18,Female,5.04,Laptop,True,0.47,"Eye Strain, Anxiety",Urban,18-29 (Young Adult),5.04,0
16,Female,4.1,Smartphone,True,0.38,,Rural,13-17 (Teen),4.1,0
11,Female,4.2,Smartphone,True,0.39,"Poor Sleep, Eye Strain, Anxiety",Rural,8-12 (Pre-teen),4.2,1
9,Female,0.69,Smartphone,False,0.43,,Urban,8-12 (Pre-teen),0.69,0
16,Female,5.13,Smartphone,True,0.33,"Poor Sleep, Anxiety",Urban,13-17 (Teen),5.13,1
10,Female,1.6,Smartphone,False,0.49,,Urban,8-12 (Pre-teen),1.6,0
17,Male,5.1,Tablet,True,0.34,Anxiety,Urban,13-17 (Teen),5.1,0
9,Male,5.36,Smartphone,True,0.5,,Urban,8-12 (Pre-teen),5.36,0
10,Male,5.4,Smartphone,True,0.55,"Anxiety, Obesity Risk",Urban,8-12 (Pre-teen),5.4,0
13,Male,5.46,Smartphone,True,0.43,Obesity Risk,Urban,13-17 (Teen),5.46,0
10,Male,0.0,Smartphone,False,0.53,,Urban,8-12 (Pre-teen),0.0,0
17,Male,3.67,Laptop,True,0.46,,Rural,13-17 (Teen),3.67,0
15,Female,4.04,Smartphone,True,0.4,Poor Sleep,Urban,13-17 (Teen),4.04,1
18,Female,6.1,Smartphone,True,0.44,Eye Strain,Rural,18-29 (Young Adult),6.1,0
13,Male,4.5,Laptop,True,0.41,Poor Sleep,Rural,13-17 (Teen),4.5,1
14,Female,4.06,Smartphone,True,0.31,"Eye Strain, Obesity Risk",Urban,13-17 (Teen),4.06,0
8,Male,7.18,TV,True,0.48,Poor Sleep,Urban,8-12 (Pre-teen),7.18,1
10,Male,7.39,Smartphone,True,0.4,Poor Sleep,Urban,8-12 (Pre-teen),7.39,1
10,Male,3.11,Tablet,True,0.5,Poor Sleep,Rural,8-12 (Pre-teen),3.11,1
9,Female,4.05,Smartphone,True,0.55,"Eye Strain, Anxiety",Urban,8-12 (Pre-teen),4.05,0
14,Male,6.53,Laptop,True,0.34,Poor Sleep,Urban,13-17 (Teen),6.53,1
16,Female,2.13,Smartphone,False,0.33,,Urban,13-17 (Teen),2.13,0
11,Male,2.89,Laptop,False,0.35,,Rural,8-12 (Pre-teen),2.89,0
12,Male,3.44,Tablet,True,0.31,"Poor Sleep, Eye Strain, Obesity Risk",Urban,8-12 (Pre-teen),3.44,1
10,Male,4.4,TV,True,0.45,"Poor Sleep, Anxiety",Urban,8-12 (Pre-teen),4.4,1
18,Male,5.87,Smartphone,True,0.39,"Eye Strain, Obesity Risk",Urban,18-29 (Young Adult),5.87,0
16,Male,1.78,Smartphone,False,0.3,,Urban,13-17 (Teen),1.78,0
11,Male,3.96,TV,True,0.39,Eye Strain,Urban,8-12 (Pre-teen),3.96,0
12,Male,4.76,Smartphone,True,0.5,,Urban,8-12 (Pre-teen),4.76,0
8,Female,2.01,Smartphone,True,0.6,,Urban,8-12 (Pre-teen),2.01,0
18,Male,3.64,Laptop,True,0.4,"Poor Sleep, Anxiety",Rural,18-29 (Young Adult),3.64,1
9,Male,3.13,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Rural,8-12 (Pre-teen),3.13,1
16,Male,5.24,Tablet,True,0.44,"Poor Sleep, Eye Strain, Anxiety",Rural,13-17 (Teen),5.24,1
9,Male,0.03,TV,False,0.47,,Rural,8-12 (Pre-teen),0.03,0
12,Female,2.81,Smartphone,False,0.32,,Urban,8-12 (Pre-teen),2.81,0
15,Female,4.59,TV,True,0.33,"Poor Sleep, Eye Strain, Obesity Risk",Urban,13-17 (Teen),4.59,1
10,Male,3.91,TV,True,0.49,Poor Sleep,Urban,8-12 (Pre-teen),3.91,1
13,Female,4.53,Laptop,True,0.42,Poor Sleep,Urban,13-17 (Teen),4.53,1
11,Female,5.27,Tablet,True,0.32,"Poor Sleep, Anxiety",Urban,8-12 (Pre-teen),5.27,1
18,Male,4.81,TV,True,0.35,"Poor Sleep, Eye Strain",Rural,18-29 (Young Adult),4.81,1
14,Male,5.85,Laptop,True,0.39,,Rural,13-17 (Teen),5.85,0
17,Female,4.55,TV,True,0.32,Poor Sleep,Rural,13-17 (Teen),4.55,1
10,Male,2.35,Smartphone,True,0.49,,Rural,8-12 (Pre-teen),2.35,0
13,Male,4.13,Smartphone,True,0.43,Eye Strain,Rural,13-17 (Teen),4.13,0
17,Male,4.07,Smartphone,True,0.3,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),4.07,1
16,Male,4.61,Tablet,True,0.37,Poor Sleep,Urban,13-17 (Teen),4.61,1
18,Female,3.22,Smartphone,True,0.4,Poor Sleep,Rural,18-29 (Young Adult),3.22,1
17,Female,4.55,TV,True,0.32,"Poor Sleep, Eye Strain, Anxiety",Rural,13-17 (Teen),4.55,1
8,Male,4.2,Smartphone,True,0.54,,Urban,8-12 (Pre-teen),4.2,0
10,Female,5.25,Tablet,True,0.54,Poor Sleep,Urban,8-12 (Pre-teen),5.25,1
9,Male,5.38,TV,True,0.57,,Urban,8-12 (Pre-teen),5.38,0
15,Male,5.78,Smartphone,True,0.35,"Poor Sleep, Eye Strain, Anxiety",Urban,13-17 (Teen),5.78,1
14,Female,4.44,TV,True,0.33,"Poor Sleep, Anxiety",Rural,13-17 (Teen),4.44,1
9,Male,2.88,TV,True,0.46,,Urban,8-12 (Pre-teen),2.88,0
13,Male,3.29,Smartphone,True,0.47,"Poor Sleep, Anxiety",Rural,13-17 (Teen),3.29,1
10,Male,0.72,TV,False,0.56,,Urban,8-12 (Pre-teen),0.72,0
15,Female,3.51,Smartphone,True,0.42,Poor Sleep,Urban,13-17 (Teen),3.51,1
17,Female,4.76,TV,True,0.37,,Urban,13-17 (Teen),4.76,0
10,Male,4.12,Smartphone,True,0.45,"Poor Sleep, Eye Strain, Obesity Risk",Rural,8-12 (Pre-teen),4.12,1
17,Female,4.08,TV,True,0.4,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),4.08,1
16,Female,5.84,Laptop,True,0.35,"Poor Sleep, Anxiety",Rural,13-17 (Teen),5.84,1
8,Male,3.0,Smartphone,True,0.59,,Urban,8-12 (Pre-teen),3.0,0
12,Male,2.24,Tablet,False,0.49,,Rural,8-12 (Pre-teen),2.24,0
10,Male,3.4,Smartphone,True,0.55,,Urban,8-12 (Pre-teen),3.4,0
13,Male,6.18,TV,True,0.32,"Poor Sleep, Anxiety",Urban,13-17 (Teen),6.18,1
17,Female,5.23,Smartphone,True,0.49,Poor Sleep,Urban,13-17 (Teen),5.23,1
9,Female,3.78,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),3.78,1
16,Female,3.86,Laptop,True,0.42,,Rural,13-17 (Teen),3.86,0
13,Male,5.3,Laptop,True,0.49,Eye Strain,Urban,13-17 (Teen),5.3,0
14,Female,2.05,Tablet,False,0.48,,Rural,13-17 (Teen),2.05,0
12,Male,6.15,TV,True,0.48,Poor Sleep,Rural,8-12 (Pre-teen),6.15,1
16,Male,3.88,Tablet,True,0.38,,Rural,13-17 (Teen),3.88,0
8,Male,4.89,Smartphone,True,0.47,"Poor Sleep, Anxiety",Urban,8-12 (Pre-teen),4.89,1
12,Male,4.06,Smartphone,True,0.49,Poor Sleep,Urban,8-12 (Pre-teen),4.06,1
18,Female,5.05,Smartphone,True,0.36,"Poor Sleep, Eye Strain",Urban,18-29 (Young Adult),5.05,1
17,Male,4.29,Laptop,True,0.39,,Urban,13-17 (Teen),4.29,0
18,Female,5.23,Smartphone,True,0.39,"Poor Sleep, Obesity Risk",Urban,18-29 (Young Adult),5.23,1
13,Female,4.58,Laptop,True,0.42,Poor Sleep,Rural,13-17 (Teen),4.58,1
14,Female,5.11,TV,True,0.42,Poor Sleep,Urban,13-17 (Teen),5.11,1
11,Female,6.47,Smartphone,True,0.34,Poor Sleep,Rural,8-12 (Pre-teen),6.47,1
8,Female,4.43,TV,True,0.59,Poor Sleep,Urban,8-12 (Pre-teen),4.43,1
18,Male,5.82,Smartphone,True,0.33,Poor Sleep,Urban,18-29 (Young Adult),5.82,1
15,Female,4.75,Tablet,True,0.41,"Poor Sleep, Anxiety",Urban,13-17 (Teen),4.75,1
17,Female,4.68,Smartphone,True,0.32,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),4.68,1
11,Female,1.9,Laptop,False,0.47,,Urban,8-12 (Pre-teen),1.9,0
10,Male,1.04,TV,False,0.42,,Rural,8-12 (Pre-teen),1.04,0
14,Female,5.81,Smartphone,True,0.41,"Poor Sleep, Obesity Risk",Urban,13-17 (Teen),5.81,1
9,Female,5.36,Smartphone,True,0.46,"Poor Sleep, Obesity Risk",Rural,8-12 (Pre-teen),5.36,1
15,Female,4.92,Smartphone,True,0.46,,Rural,13-17 (Teen),4.92,0
13,Male,3.62,Smartphone,True,0.44,,Rural,13-17 (Teen),3.62,0
14,Male,6.78,Laptop,True,0.34,Poor Sleep,Urban,13-17 (Teen),6.78,1
12,Male,4.1,Smartphone,True,0.36,"Anxiety, Obesity Risk",Urban,8-12 (Pre-teen),4.1,0
16,Male,4.66,Smartphone,True,0.33,Poor Sleep,Urban,13-17 (Teen),4.66,1
12,Female,5.02,Smartphone,True,0.46,"Poor Sleep, Anxiety",Rural,8-12 (Pre-teen),5.02,1
18,Male,0.47,TV,False,0.34,,Urban,18-29 (Young Adult),0.47,0
12,Male,4.64,Smartphone,True,0.45,Poor Sleep,Urban,8-12 (Pre-teen),4.64,1
10,Female,0.68,Smartphone,False,0.45,,Rural,8-12 (Pre-teen),0.68,0
18,Male,5.16,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Urban,18-29 (Young Adult),5.16,1
8,Male,1.82,TV,False,0.53,,Rural,8-12 (Pre-teen),1.82,0
9,Female,4.6,Tablet,True,0.51,Poor Sleep,Rural,8-12 (Pre-teen),4.6,1
15,Male,5.46,TV,True,0.34,,Urban,13-17 (Teen),5.46,0
8,Female,1.73,Smartphone,False,0.41,,Urban,8-12 (Pre-teen),1.73,0
14,Male,6.17,Smartphone,True,0.37,Eye Strain,Urban,13-17 (Teen),6.17,0
12,Female,3.23,Laptop,True,0.33,,Rural,8-12 (Pre-teen),3.23,0
10,Female,5.27,TV,True,0.57,Anxiety,Urban,8-12 (Pre-teen),5.27,0
18,Male,4.81,TV,True,0.5,,Urban,18-29 (Young Adult),4.81,0
14,Male,3.79,TV,True,0.47,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),3.79,1
16,Female,3.01,Smartphone,True,0.45,,Urban,13-17 (Teen),3.01,0
9,Female,3.76,Tablet,True,0.47,Eye Strain,Urban,8-12 (Pre-teen),3.76,0
15,Male,4.1,TV,True,0.36,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,13-17 (Teen),4.1,1
16,Female,2.79,Laptop,False,0.34,,Rural,13-17 (Teen),2.79,0
18,Male,4.96,Smartphone,True,0.34,"Poor Sleep, Eye Strain, Obesity Risk",Rural,18-29 (Young Adult),4.96,1
10,Male,7.28,Smartphone,True,0.59,Poor Sleep,Urban,8-12 (Pre-teen),7.28,1
9,Male,2.76,TV,True,0.45,,Urban,8-12 (Pre-teen),2.76,0
14,Male,5.59,Smartphone,True,0.33,"Poor Sleep, Eye Strain, Obesity Risk",Rural,13-17 (Teen),5.59,1
12,Male,5.42,TV,True,0.43,,Rural,8-12 (Pre-teen),5.42,0
12,Female,4.92,Smartphone,True,0.39,Poor Sleep,Urban,8-12 (Pre-teen),4.92,1
17,Male,6.08,TV,True,0.38,,Rural,13-17 (Teen),6.08,0
12,Female,5.24,Smartphone,True,0.36,,Urban,8-12 (Pre-teen),5.24,0
11,Female,5.54,Smartphone,True,0.38,Poor Sleep,Urban,8-12 (Pre-teen),5.54,1
12,Female,5.5,Smartphone,True,0.35,,Urban,8-12 (Pre-teen),5.5,0
11,Female,3.28,TV,True,0.42,,Urban,8-12 (Pre-teen),3.28,0
13,Male,3.84,TV,True,0.34,Poor Sleep,Urban,13-17 (Teen),3.84,1
11,Female,6.86,Tablet,True,0.48,"Poor Sleep, Eye Strain, Obesity Risk",Urban,8-12 (Pre-teen),6.86,1
9,Female,6.86,TV,True,0.44,Poor Sleep,Urban,8-12 (Pre-teen),6.86,1
16,Male,6.41,Smartphone,True,0.41,Poor Sleep,Urban,13-17 (Teen),6.41,1
9,Male,0.0,Tablet,False,0.45,,Urban,8-12 (Pre-teen),0.0,0
16,Male,3.91,Laptop,True,0.42,"Poor Sleep, Obesity Risk",Urban,13-17 (Teen),3.91,1
17,Male,5.05,Laptop,True,0.37,"Eye Strain, Obesity Risk",Urban,13-17 (Teen),5.05,0
13,Male,5.65,TV,True,0.49,"Poor Sleep, Eye Strain",Rural,13-17 (Teen),5.65,1
16,Female,4.74,TV,True,0.34,Eye Strain,Urban,13-17 (Teen),4.74,0
16,Female,2.63,Smartphone,False,0.32,,Urban,13-17 (Teen),2.63,0
10,Male,6.25,Smartphone,True,0.6,"Poor Sleep, Obesity Risk",Rural,8-12 (Pre-teen),6.25,1
8,Male,3.35,Smartphone,True,0.52,Eye Strain,Rural,8-12 (Pre-teen),3.35,0
8,Female,8.25,Smartphone,True,0.58,Poor Sleep,Urban,8-12 (Pre-teen),8.25,1
10,Female,1.51,Tablet,False,0.4,,Urban,8-12 (Pre-teen),1.51,0
12,Female,5.02,TV,True,0.4,,Rural,8-12 (Pre-teen),5.02,0
10,Female,2.16,TV,True,0.5,,Urban,8-12 (Pre-teen),2.16,0
16,Female,5.64,TV,True,0.45,"Poor Sleep, Eye Strain",Rural,13-17 (Teen),5.64,1
16,Female,4.24,Smartphone,True,0.41,Anxiety,Urban,13-17 (Teen),4.24,0
10,Male,0.05,Tablet,False,0.55,,Rural,8-12 (Pre-teen),0.05,0
12,Female,3.76,Smartphone,True,0.46,Poor Sleep,Urban,8-12 (Pre-teen),3.76,1
9,Male,3.45,TV,True,0.41,Anxiety,Urban,8-12 (Pre-teen),3.45,0
13,Male,5.23,TV,True,0.32,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),5.23,1
14,Male,4.89,TV,True,0.32,"Poor Sleep, Obesity Risk",Urban,13-17 (Teen),4.89,1
16,Female,5.48,Smartphone,True,0.48,Poor Sleep,Urban,13-17 (Teen),5.48,1
13,Female,3.3,Smartphone,True,0.33,Poor Sleep,Urban,13-17 (Teen),3.3,1
10,Male,3.9,TV,True,0.48,Eye Strain,Urban,8-12 (Pre-teen),3.9,0
12,Female,5.57,TV,True,0.33,Obesity Risk,Urban,8-12 (Pre-teen),5.57,0
11,Male,7.16,Smartphone,True,0.44,"Poor Sleep, Obesity Risk",Rural,8-12 (Pre-teen),7.16,1
12,Female,4.31,Laptop,True,0.47,Anxiety,Rural,8-12 (Pre-teen),4.31,0
15,Male,3.1,TV,True,0.42,Anxiety,Urban,13-17 (Teen),3.1,0
15,Female,5.01,Smartphone,True,0.36,Anxiety,Rural,13-17 (Teen),5.01,0
13,Female,3.58,Laptop,True,0.35,Anxiety,Rural,13-17 (Teen),3.58,0
8,Female,0.98,Tablet,False,0.49,,Urban,8-12 (Pre-teen),0.98,0
15,Female,4.3,Laptop,True,0.41,Poor Sleep,Urban,13-17 (Teen),4.3,1
15,Female,3.83,TV,True,0.33,Eye Strain,Urban,13-17 (Teen),3.83,0
9,Male,0.72,Smartphone,False,0.59,,Urban,8-12 (Pre-teen),0.72,0
11,Female,3.19,TV,True,0.4,,Rural,8-12 (Pre-teen),3.19,0
9,Male,3.36,TV,True,0.42,"Anxiety, Obesity Risk",Urban,8-12 (Pre-teen),3.36,0
11,Male,3.35,Smartphone,True,0.35,,Rural,8-12 (Pre-teen),3.35,0
17,Male,2.3,TV,False,0.35,,Urban,13-17 (Teen),2.3,0
14,Male,4.74,Laptop,True,0.38,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),4.74,1
16,Male,5.06,Smartphone,True,0.33,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),5.06,1
15,Female,4.29,Laptop,True,0.39,Poor Sleep,Rural,13-17 (Teen),4.29,1
16,Male,4.56,TV,True,0.34,"Poor Sleep, Obesity Risk",Rural,13-17 (Teen),4.56,1
15,Male,4.43,Smartphone,True,0.37,,Rural,13-17 (Teen),4.43,0
9,Female,6.01,Tablet,True,0.42,,Urban,8-12 (Pre-teen),6.01,0
14,Male,4.9,Smartphone,True,0.41,"Poor Sleep, Anxiety",Urban,13-17 (Teen),4.9,1
9,Male,6.24,TV,True,0.57,Poor Sleep,Urban,8-12 (Pre-teen),6.24,1
18,Female,4.09,Smartphone,True,0.31,Poor Sleep,Urban,18-29 (Young Adult),4.09,1
9,Male,2.88,TV,True,0.48,,Urban,8-12 (Pre-teen),2.88,0
11,Female,3.57,TV,True,0.35,Poor Sleep,Urban,8-12 (Pre-teen),3.57,1
12,Male,4.08,Laptop,True,0.46,"Poor Sleep, Anxiety",Urban,8-12 (Pre-teen),4.08,1
13,Male,5.07,TV,True,0.48,,Urban,13-17 (Teen),5.07,0
