age_group,gender,screen_time_hours,sleep_affected,source
13-17 (Teen),Male,4.73,0,Kids
18-29 (Young Adult),Male,3.33,1,Kids
13-17 (Teen),Male,4.87,1,Kids
8-12 (Pre-teen),Female,6.51,0,Kids
8-12 (Pre-teen),Female,4.47,1,Kids
13-17 (Teen),Female,6.69,1,Kids
13-17 (Teen),Male,3.4,1,Kids
13-17 (Teen),Male,3.79,0,Kids
13-17 (Teen),Female,3.72,0,Kids
8-12 (Pre-teen),Female,5.53,0,Kids
8-12 (Pre-teen),Female,2.71,0,Kids
13-17 (Teen),Male,5.57,0,Kids
13-17 (Teen),Female,4.38,0,Kids
13-17 (Teen),Female,5.63,1,Kids
8-12 (Pre-teen),Male,4.01,1,Kids
13-17 (Teen),Male,3.39,1,Kids
18-29 (Young Adult),Female,3.91,1,Kids
13-17 (Teen),Male,4.05,1,Kids
8-12 (Pre-teen),Female,1.2,0,Kids
13-17 (Teen),Male,4.92,1,Kids
8-12 (Pre-teen),Female,1.82,0,Kids
8-12 (Pre-teen),Male,4.15,0,Kids
8-12 (Pre-teen),Male,0.34,0,Kids
18-29 (Young Adult),Female,4.77,1,Kids
13-17 (Teen),Male,5.4,1,Kids
8-12 (Pre-teen),Female,2.78,0,Kids
13-17 (Teen),Male,4.92,0,Kids
8-12 (Pre-teen),Male,0.01,0,Kids
8-12 (Pre-teen),Female,5.06,0,Kids
8-12 (Pre-teen),Female,4.2,1,Kids
13-17 (Teen),Female,5.66,0,Kids
8-12 (Pre-teen),Female,3.47,1,Kids
13-17 (Teen),Male,5.42,0,Kids
8-12 (Pre-teen),Male,5.64,0,Kids
18-29 (Young Adult),Female,3.48,0,Kids
8-12 (Pre-teen),Male,2.74,0,Kids
18-29 (Young Adult),Male,4.31,0,Kids
13-17 (Teen),Male,2.59,0,Kids
8-12 (Pre-teen),Female,1.07,0,Kids
13-17 (Teen),Male,3.94,1,Kids
13-17 (Teen),Female,3.01,0,Kids
8-12 (Pre-teen),Female,5.27,0,Kids
8-12 (Pre-teen),Female,4.72,0,Kids
13-17 (Teen),Male,3.79,1,Kids
13-17 (Teen),Female,3.72,0,Kids
8-12 (Pre-teen),Female,5.43,0,Kids
8-12 (Pre-teen),Female,4.79,1,Kids
18-29 (Young Adult),Male,5.86,1,Kids
13-17 (Teen),Male,3.02,1,Kids
13-17 (Teen),Female,4.02,1,Kids
18-29 (Young Adult),Male,4.23,1,Kids
13-17 (Teen),Female,4.95,0,Kids
13-17 (Teen),Female,6.1,1,Kids
18-29 (Young Adult),Female,5.31,0,Kids
8-12 (Pre-teen),Female,5.32,1,Kids
8-12 (Pre-teen),Male,2.6,0,Kids
13-17 (Teen),Male,4.25,0,Kids
13-17 (Teen),Female,2.77,0,Kids
13-17 (Teen),Male,5.4,1,Kids
8-12 (Pre-teen),Male,6.21,1,Kids
8-12 (Pre-teen),Female,0.0,0,Kids
8-12 (Pre-teen),Male,2.31,0,Kids
8-12 (Pre-teen),Female,2.85,0,Kids
8-12 (Pre-teen),Female,1.89,0,Kids
13-17 (Teen),Female,4.73,1,Kids
13-17 (Teen),Female,3.43,1,Kids
13-17 (Teen),Male,1.71,0,Kids
13-17 (Teen),Female,4.54,0,Kids
8-12 (Pre-teen),Female,6.61,0,Kids
13-17 (Teen),Female,3.73,1,Kids
8-12 (Pre-teen),Female,5.54,1,Kids
8-12 (Pre-teen),Male,4.94,0,Kids
8-12 (Pre-teen),Female,4.32,0,Kids
13-17 (Teen),Female,3.87,1,Kids
8-12 (Pre-teen),Male,6.42,1,Kids
13-17 (Teen),Female,3.63,1,Kids
8-12 (Pre-teen),Male,6.5,0,Kids
18-29 (Young Adult),Male,6.33,1,Kids
8-12 (Pre-teen),Female,5.34,1,Kids
18-29 (Young Adult),Male,5.03,1,Kids
8-12 (Pre-teen),Male,1.44,0,Kids
8-12 (Pre-teen),Male,0.0,0,Kids
8-12 (Pre-teen),Female,3.49,1,Kids
13-17 (Teen),Female,4.58,0,Kids
13-17 (Teen),Male,5.6,1,Kids
8-12 (Pre-teen),Female,6.96,0,Kids
13-17 (Teen),Male,4.68,0,Kids
8-12 (Pre-teen),Male,2.7,0,Kids
8-12 (Pre-teen),Female,4.33,0,Kids
13-17 (Teen),Male,4.06,1,Kids
8-12 (Pre-teen),Male,1.51,0,Kids
8-12 (Pre-teen),Female,0.51,0,Kids
13-17 (Teen),Male,5.05,1,Kids
8-12 (Pre-teen),Female,4.13,0,Kids
13-17 (Teen),Female,2.91,0,Kids
13-17 (Teen),Male,3.46,1,Kids
13-17 (Teen),Female,3.91,1,Kids
8-12 (Pre-teen),Male,2.57,0,Kids
18-29 (Young Adult),Male,6.07,0,Kids
13-17 (Teen),Male,3.65,1,Kids
13-17 (Teen),Female,3.16,1,Kids
13-17 (Teen),Male,2.1,0,Kids
8-12 (Pre-teen),Female,7.69,1,Kids
13-17 (Teen),Male,5.52,1,Kids
13-17 (Teen),Female,2.86,0,Kids
13-17 (Teen),Male,3.81,0,Kids
13-17 (Teen),Male,6.51,1,Kids
13-17 (Teen),Female,5.95,1,Kids
13-17 (Teen),Female,5.53,0,Kids
13-17 (Teen),Male,5.64,0,Kids
13-17 (Teen),Male,2.57,0,Kids
8-12 (Pre-teen),Male,5.7,1,Kids
13-17 (Teen),Male,4.61,0,Kids
8-12 (Pre-teen),Male,4.03,0,Kids
13-17 (Teen),Male,4.9,1,Kids
13-17 (Teen),Female,5.84,1,Kids
13-17 (Teen),Female,4.35,1,Kids
8-12 (Pre-teen),Female,7.32,1,Kids
13-17 (Teen),Male,4.93,1,Kids
8-12 (Pre-teen),Female,3.23,0,Kids
13-17 (Teen),Female,8.67,1,Kids
13-17 (Teen),Female,3.51,1,Kids
8-12 (Pre-teen),Female,5.8,1,Kids
13-17 (Teen),Female,5.66,0,Kids
18-29 (Young Adult),Female,5.04,0,Kids
13-17 (Teen),Female,4.1,0,Kids
8-12 (Pre-teen),Female,4.2,1,Kids
8-12 (Pre-teen),Female,0.69,0,Kids
13-17 (Teen),Female,5.13,1,Kids
8-12 (Pre-teen),Female,1.6,0,Kids
13-17 (Teen),Male,5.1,0,Kids
8-12 (Pre-teen),Male,5.36,0,Kids
8-12 (Pre-teen),Male,5.4,0,Kids
13-17 (Teen),Male,5.46,0,Kids
8-12 (Pre-teen),Male,0.0,0,Kids
13-17 (Teen),Male,3.67,0,Kids
13-17 (Teen),Female,4.04,1,Kids
18-29 (Young Adult),Female,6.1,0,Kids
13-17 (Teen),Male,4.5,1,Kids
13-17 (Teen),Female,4.06,0,Kids
8-12 (Pre-teen),Male,7.18,1,Kids
8-12 (Pre-teen),Male,7.39,1,Kids
8-12 (Pre-teen),Male,3.11,1,Kids
8-12 (Pre-teen),Female,4.05,0,Kids
13-17 (Teen),Male,6.53,1,Kids
13-17 (Teen),Female,2.13,0,Kids
8-12 (Pre-teen),Male,2.89,0,Kids
8-12 (Pre-teen),Male,3.44,1,Kids
8-12 (Pre-teen),Male,4.4,1,Kids
18-29 (Young Adult),Male,5.87,0,Kids
13-17 (Teen),Male,1.78,0,Kids
8-12 (Pre-teen),Male,3.96,0,Kids
8-12 (Pre-teen),Male,4.76,0,Kids
8-12 (Pre-teen),Female,2.01,0,Kids
18-29 (Young Adult),Male,3.64,1,Kids
8-12 (Pre-teen),Male,3.13,1,Kids
13-17 (Teen),Male,5.24,1,Kids
8-12 (Pre-teen),Male,0.03,0,Kids
8-12 (Pre-teen),Female,2.81,0,Kids
13-17 (Teen),Female,4.59,1,Kids
8-12 (Pre-teen),Male,3.91,1,Kids
13-17 (Teen),Female,4.53,1,Kids
8-12 (Pre-teen),Female,5.27,1,Kids
18-29 (Young Adult),Male,4.81,1,Kids
13-17 (Teen),Male,5.85,0,Kids
13-17 (Teen),Female,4.55,1,Kids
8-12 (Pre-teen),Male,2.35,0,Kids
13-17 (Teen),Male,4.13,0,Kids
13-17 (Teen),Male,4.07,1,Kids
13-17 (Teen),Male,4.61,1,Kids
18-29 (Young Adult),Female,3.22,1,Kids
13-17 (Teen),Female,4.55,1,Kids
8-12 (Pre-teen),Male,4.2,0,Kids
8-12 (Pre-teen),Female,5.25,1,Kids
8-12 (Pre-teen),Male,5.38,0,Kids
13-17 (Teen),Male,5.78,1,Kids
13-17 (Teen),Female,4.44,1,Kids
8-12 (Pre-teen),Male,2.88,0,Kids
13-17 (Teen),Male,3.29,1,Kids
8-12 (Pre-teen),Male,0.72,0,Kids
13-17 (Teen),Female,3.51,1,Kids
13-17 (Teen),Female,4.76,0,Kids
8-12 (Pre-teen),Male,4.12,1,Kids
13-17 (Teen),Female,4.08,1,Kids
13-17 (Teen),Female,5.84,1,Kids
8-12 (Pre-teen),Male,3.0,0,Kids
8-12 (Pre-teen),Male,2.24,0,Kids
8-12 (Pre-teen),Male,3.4,0,Kids
13-17 (Teen),Male,6.18,1,Kids
13-17 (Teen),Female,5.23,1,Kids
8-12 (Pre-teen),Female,3.78,1,Kids
13-17 (Teen),Female,3.86,0,Kids
13-17 (Teen),Male,5.3,0,Kids
13-17 (Teen),Female,2.05,0,Kids
8-12 (Pre-teen),Male,6.15,1,Kids
13-17 (Teen),Male,3.88,0,Kids
8-12 (Pre-teen),Male,4.89,1,Kids
8-12 (Pre-teen),Male,4.06,1,Kids
18-29 (Young Adult),Female,5.05,1,Kids
13-17 (Teen),Male,4.29,0,Kids
18-29 (Young Adult),Female,5.23,1,Kids
13-17 (Teen),Female,4.58,1,Kids
13-17 (Teen),Female,5.11,1,Kids
8-12 (Pre-teen),Female,6.47,1,Kids
8-12 (Pre-teen),Female,4.43,1,Kids
18-29 (Young Adult),Male,5.82,1,Kids
13-17 (Teen),Female,4.75,1,Kids
13-17 (Teen),Female,4.68,1,Kids
8-12 (Pre-teen),Female,1.9,0,Kids
8-12 (Pre-teen),Male,1.04,0,Kids
13-17 (Teen),Female,5.81,1,Kids
8-12 (Pre-teen),Female,5.36,1,Kids
13-17 (Teen),Female,4.92,0,Kids
13-17 (Teen),Male,3.62,0,Kids
13-17 (Teen),Male,6.78,1,Kids
8-12 (Pre-teen),Male,4.1,0,Kids
13-17 (Teen),Male,4.66,1,Kids
8-12 (Pre-teen),Female,5.02,1,Kids
18-29 (Young Adult),Male,0.47,0,Kids
8-12 (Pre-teen),Male,4.64,1,Kids
8-12 (Pre-teen),Female,0.68,0,Kids
18-29 (Young Adult),Male,5.16,1,Kids
8-12 (Pre-teen),Male,1.82,0,Kids
8-12 (Pre-teen),Female,4.6,1,Kids
13-17 (Teen),Male,5.46,0,Kids
8-12 (Pre-teen),Female,1.73,0,Kids
13-17 (Teen),Male,6.17,0,Kids
8-12 (Pre-teen),Female,3.23,0,Kids
8-12 (Pre-teen),Female,5.27,0,Kids
18-29 (Young Adult),Male,4.81,0,Kids
13-17 (Teen),Male,3.79,1,Kids
13-17 (Teen),Female,3.01,0,Kids
8-12 (Pre-teen),Female,3.76,0,Kids
13-17 (Teen),Male,4.1,1,Kids
13-17 (Teen),Female,2.79,0,Kids
18-29 (Young Adult),Male,4.96,1,Kids
8-12 (Pre-teen),Male,7.28,1,Kids
8-12 (Pre-teen),Male,2.76,0,Kids
13-17 (Teen),Male,5.59,1,Kids
8-12 (Pre-teen),Male,5.42,0,Kids
8-12 (Pre-teen),Female,4.92,1,Kids
13-17 (Teen),Male,6.08,0,Kids
8-12 (Pre-teen),Female,5.24,0,Kids
8-12 (Pre-teen),Female,5.54,1,Kids
8-12 (Pre-teen),Female,5.5,0,Kids
8-12 (Pre-teen),Female,3.28,0,Kids
13-17 (Teen),Male,3.84,1,Kids
8-12 (Pre-teen),Female,6.86,1,Kids
8-12 (Pre-teen),Female,6.86,1,Kids
13-17 (Teen),Male,6.41,1,Kids
8-12 (Pre-teen),Male,0.0,0,Kids
13-17 (Teen),Male,3.91,1,Kids
13-17 (Teen),Male,5.05,0,Kids
13-17 (Teen),Male,5.65,1,Kids
13-17 (Teen),Female,4.74,0,Kids
13-17 (Teen),Female,2.63,0,Kids
8-12 (Pre-teen),Male,6.25,1,Kids
8-12 (Pre-teen),Male,3.35,0,Kids
8-12 (Pre-teen),Female,8.25,1,Kids
8-12 (Pre-teen),Female,1.51,0,Kids
8-12 (Pre-teen),Female,5.02,0,Kids
8-12 (Pre-teen),Female,2.16,0,Kids
13-17 (Teen),Female,5.64,1,Kids
13-17 (Teen),Female,4.24,0,Kids
8-12 (Pre-teen),Male,0.05,0,Kids
8-12 (Pre-teen),Female,3.76,1,Kids
8-12 (Pre-teen),Male,3.45,0,Kids
13-17 (Teen),Male,5.23,1,Kids
13-17 (Teen),Male,4.89,1,Kids
13-17 (Teen),Female,5.48,1,Kids
13-17 (Teen),Female,3.3,1,Kids
8-12 (Pre-teen),Male,3.9,0,Kids
8-12 (Pre-teen),Female,5.57,0,Kids
8-12 (Pre-teen),Male,7.16,1,Kids
8-12 (Pre-teen),Female,4.31,0,Kids
13-17 (Teen),Male,3.1,0,Kids
13-17 (Teen),Female,5.01,0,Kids
13-17 (Teen),Female,3.58,0,Kids
8-12 (Pre-teen),Female,0.98,0,Kids
13-17 (Teen),Female,4.3,1,Kids
13-17 (Teen),Female,3.83,0,Kids
8-12 (Pre-teen),Male,0.72,0,Kids
8-12 (Pre-teen),Female,3.19,0,Kids
8-12 (Pre-teen),Male,3.36,0,Kids
8-12 (Pre-teen),Male,3.35,0,Kids
13-17 (Teen),Male,2.3,0,Kids
13-17 (Teen),Male,4.74,1,Kids
13-17 (Teen),Male,5.06,1,Kids
13-17 (Teen),Female,4.29,1,Kids
13-17 (Teen),Male,4.56,1,Kids
13-17 (Teen),Male,4.43,0,Kids
8-12 (Pre-teen),Female,6.01,0,Kids
13-17 (Teen),Male,4.9,1,Kids
8-12 (Pre-teen),Male,6.24,1,Kids
18-29 (Young Adult),Female,4.09,1,Kids
8-12 (Pre-teen),Male,2.88,0,Kids
8-12 (Pre-teen),Female,3.57,1,Kids
8-12 (Pre-teen),Male,4.08,1,Kids
13-17 (Teen),Male,5.07,0,Kids
13-17 (Teen),Female,6.63,1,Kids
13-17 (Teen),Male,5.2,1,Kids
13-17 (Teen),Male,4.06,0,Kids
8-12 (Pre-teen),Male,0.0,0,Kids
8-12 (Pre-teen),Female,4.27,1,Kids
8-12 (Pre-teen),Female,5.33,1,Kids
13-17 (Teen),Female,5.2,1,Kids
8-12 (Pre-teen),Female,5.62,0,Kids
13-17 (Teen),Female,3.22,1,Kids
8-12 (Pre-teen),Female,4.83,1,Kids
13-17 (Teen),Female,2.73,0,Kids
8-12 (Pre-teen),Female,4.81,1,Kids
13-17 (Teen),Male,4.16,0,Kids
8-12 (Pre-teen),Female,8.08,1,Kids
13-17 (Teen),Male,5.31,1,Kids
8-12 (Pre-teen),Female,5.19,1,Kids
8-12 (Pre-teen),Male,4.26,0,Kids
8-12 (Pre-teen),Male,3.77,1,Kids
13-17 (Teen),Male,4.59,1,Kids
8-12 (Pre-teen),Male,5.64,0,Kids
8-12 (Pre-teen),Male,6.3,1,Kids
13-17 (Teen),Male,3.75,1,Kids
13-17 (Teen),Male,5.49,0,Kids
18-29 (Young Adult),Female,4.63,0,Kids
8-12 (Pre-teen),Female,4.96,1,Kids
13-17 (Teen),Female,4.43,1,Kids
8-12 (Pre-teen),Female,3.34,1,Kids
8-12 (Pre-teen),Male,2.15,0,Kids
8-12 (Pre-teen),Female,0.32,0,Kids
13-17 (Teen),Female,5.27,1,Kids
13-17 (Teen),Male,2.5,0,Kids
8-12 (Pre-teen),Female,9.23,0,Kids
13-17 (Teen),Female,4.93,0,Kids
8-12 (Pre-teen),Male,0.0,0,Kids
13-17 (Teen),Female,4.66,0,Kids
13-17 (Teen),Female,5.56,0,Kids
8-12 (Pre-teen),Male,1.56,0,Kids
13-17 (Teen),Female,3.43,1,Kids
8-12 (Pre-teen),Male,8.35,0,Kids
13-17 (Teen),Female,4.56,1,Kids
8-12 (Pre-teen),Male,2.1,0,Kids
8-12 (Pre-teen),Male,5.69,0,Kids
18-29 (Young Adult),Male,5.54,1,Kids
13-17 (Teen),Female,4.37,1,Kids
8-12 (Pre-teen),Female,3.99,0,Kids
13-17 (Teen),Female,6.26,0,Kids
8-12 (Pre-teen),Male,7.49,0,Kids
8-12 (Pre-teen),Male,4.96,0,Kids
8-12 (Pre-teen),Female,5.53,1,Kids
13-17 (Teen),Female,2.67,0,Kids
8-12 (Pre-teen),Male,3.99,1,Kids
13-17 (Teen),Female,2.76,0,Kids
13-17 (Teen),Female,5.01,0,Kids
13-17 (Teen),Female,4.49,1,Kids
8-12 (Pre-teen),Male,5.9,1,Kids
18-29 (Young Adult),Male,4.03,0,Kids
18-29 (Young Adult),Female,3.38,0,Kids
13-17 (Teen),Female,4.33,1,Kids
8-12 (Pre-teen),Male,2.46,0,Kids
13-17 (Teen),Female,4.42,1,Kids
8-12 (Pre-teen),Male,3.4,1,Kids
13-17 (Teen),Female,5.69,0,Kids
13-17 (Teen),Male,2.36,0,Kids
8-12 (Pre-teen),Male,8.57,1,Kids
8-12 (Pre-teen),Female,6.23,0,Kids
8-12 (Pre-teen),Female,4.02,1,Kids
8-12 (Pre-teen),Female,1.54,0,Kids
18-29 (Young Adult),Male,3.2,0,Kids
8-12 (Pre-teen),Female,5.09,1,Kids
8-12 (Pre-teen),Male,0.42,0,Kids
13-17 (Teen),Female,3.56,1,Kids
13-17 (Teen),Male,4.24,0,Kids
13-17 (Teen),Female,3.56,1,Kids
18-29 (Young Adult),Male,3.22,0,Kids
8-12 (Pre-teen),Male,3.42,0,Kids
13-17 (Teen),Female,1.53,0,Kids
8-12 (Pre-teen),Male,2.28,0,Kids
13-17 (Teen),Female,2.47,0,Kids
8-12 (Pre-teen),Male,5.44,1,Kids
13-17 (Teen),Female,4.54,1,Kids
8-12 (Pre-teen),Male,3.32,0,Kids
8-12 (Pre-teen),Male,2.57,0,Kids
13-17 (Teen),Female,4.49,1,Kids
13-17 (Teen),Male,6.49,1,Kids
8-12 (Pre-teen),Female,0.0,0,Kids
13-17 (Teen),Female,3.39,0,Kids
8-12 (Pre-teen),Male,7.66,0,Kids
8-12 (Pre-teen),Male,3.51,0,Kids
13-17 (Teen),Female,7.54,0,Kids
8-12 (Pre-teen),Female,5.35,0,Kids
13-17 (Teen),Female,5.83,1,Kids
13-17 (Teen),Male,3.71,1,Kids
13-17 (Teen),Male,5.04,1,Kids
13-17 (Teen),Male,2.52,0,Kids
13-17 (Teen),Male,5.39,0,Kids
13-17 (Teen),Male,2.71,0,Kids
13-17 (Teen),Male,4.3,1,Kids
18-29 (Young Adult),Female,4.86,0,Kids
13-17 (Teen),Male,4.31,0,Kids
8-12 (Pre-teen),Male,0.57,0,Kids
13-17 (Teen),Male,4.21,1,Kids
8-12 (Pre-teen),Male,3.23,1,Kids
13-17 (Teen),Female,4.84,1,Kids
13-17 (Teen),Female,4.04,0,Kids
13-17 (Teen),Female,7.02,1,Kids
18-29 (Young Adult),Female,5.67,0,Kids
13-17 (Teen),Female,5.38,1,Kids
18-29 (Young Adult),Male,2.82,0,Kids
8-12 (Pre-teen),Female,3.8,1,Kids
8-12 (Pre-teen),Male,0.62,0,Kids
8-12 (Pre-teen),Female,4.43,1,Kids
8-12 (Pre-teen),Female,5.89,1,Kids
13-17 (Teen),Female,3.97,1,Kids
13-17 (Teen),Male,5.04,1,Kids
8-12 (Pre-teen),Male,2.98,0,Kids
13-17 (Teen),Female,5.31,0,Kids
8-12 (Pre-teen),Female,5.47,0,Kids
13-17 (Teen),Male,4.34,1,Kids
13-17 (Teen),Male,4.83,0,Kids
13-17 (Teen),Male,4.64,1,Kids
8-12 (Pre-teen),Male,1.52,0,Kids
8-12 (Pre-teen),Male,6.61,0,Kids
8-12 (Pre-teen),Female,5.52,1,Kids
18-29 (Young Adult),Female,4.01,0,Kids
18-29 (Young Adult),Female,2.49,0,Kids
8-12 (Pre-teen),Female,3.27,0,Kids
13-17 (Teen),Female,5.56,1,Kids
8-12 (Pre-teen),Female,5.94,1,Kids
13-17 (Teen),Female,3.21,1,Kids
8-12 (Pre-teen),Female,5.19,0,Kids
18-29 (Young Adult),Female,5.34,0,Kids
8-12 (Pre-teen),Female,4.37,1,Kids
8-12 (Pre-teen),Male,5.58,1,Kids
8-12 (Pre-teen),Male,4.11,0,Kids
18-29 (Young Adult),Male,2.89,0,Kids
13-17 (Teen),Male,3.47,1,Kids
8-12 (Pre-teen),Female,5.33,1,Kids
8-12 (Pre-teen),Male,4.14,1,Kids
8-12 (Pre-teen),Female,3.92,1,Kids
8-12 (Pre-teen),Female,2.64,0,Kids
13-17 (Teen),Male,4.07,1,Kids
8-12 (Pre-teen),Female,0.0,0,Kids
13-17 (Teen),Female,4.85,0,Kids
13-17 (Teen),Male,6.94,1,Kids
18-29 (Young Adult),Female,3.28,0,Kids
13-17 (Teen),Female,5.17,1,Kids
8-12 (Pre-teen),Male,0.0,0,Kids
18-29 (Young Adult),Male,5.03,0,Kids
13-17 (Teen),Female,5.7,1,Kids
8-12 (Pre-teen),Male,9.28,0,Kids
18-29 (Young Adult),Male,3.57,1,Kids
13-17 (Teen),Female,7.89,0,Kids
18-29 (Young Adult),Female,5.4,1,Kids
8-12 (Pre-teen),Female,3.74,1,Kids
8-12 (Pre-teen),Male,6.5,0,Kids
13-17 (Teen),Male,5.21,0,Kids
8-12 (Pre-teen),Male,4.74,1,Kids
13-17 (Teen),Male,3.35,1,Kids
13-17 (Teen),Male,4.32,1,Kids
8-12 (Pre-teen),Female,3.4,1,Kids
13-17 (Teen),Female,7.36,0,Kids
8-12 (Pre-teen),Male,4.4,1,Kids
18-29 (Young Adult),Female,5.74,0,Kids
8-12 (Pre-teen),Female,1.83,0,Kids
8-12 (Pre-teen),Male,3.88,0,Kids
13-17 (Teen),Female,3.39,0,Kids
13-17 (Teen),Female,4.87,0,Kids
18-29 (Young Adult),Female,3.7,1,Kids
13-17 (Teen),Female,3.78,0,Kids
13-17 (Teen),Female,3.94,1,Kids
8-12 (Pre-teen),Male,5.47,1,Kids
13-17 (Teen),Female,6.98,1,Kids
18-29 (Young Adult),Female,5.55,0,Kids
8-12 (Pre-teen),Male,1.44,0,Kids
13-17 (Teen),Female,5.24,1,Kids
8-12 (Pre-teen),Male,4.4,0,Kids
8-12 (Pre-teen),Male,4.07,0,Kids
8-12 (Pre-teen),Female,6.69,1,Kids
13-17 (Teen),Male,6.66,1,Kids
8-12 (Pre-teen),Male,4.83,0,Kids
8-12 (Pre-teen),Male,4.75,0,Kids
13-17 (Teen),Male,6.43,0,Kids
13-17 (Teen),Male,3.18,1,Kids
13-17 (Teen),Female,3.91,0,Kids
8-12 (Pre-teen),Male,2.65,0,Kids
8-12 (Pre-teen),Female,4.56,1,Kids
8-12 (Pre-teen),Male,4.69,1,Kids
8-12 (Pre-teen),Male,2.43,0,Kids
13-17 (Teen),Male,3.88,1,Kids
8-12 (Pre-teen),Male,1.66,0,Kids
8-12 (Pre-teen),Male,2.22,0,Kids
13-17 (Teen),Female,8.04,1,Kids
8-12 (Pre-teen),Male,2.12,0,Kids
8-12 (Pre-teen),Female,1.92,0,Kids
8-12 (Pre-teen),Male,5.37,1,Kids
18-29 (Young Adult),Female,2.65,0,Kids
8-12 (Pre-teen),Male,3.08,1,Kids
13-17 (Teen),Female,3.58,0,Kids
13-17 (Teen),Female,4.3,1,Kids
8-12 (Pre-teen),Male,5.94,1,Kids
8-12 (Pre-teen),Male,5.14,0,Kids
8-12 (Pre-teen),Female,7.19,1,Kids
8-12 (Pre-teen),Male,4.03,1,Kids
13-17 (Teen),Male,3.63,1,Kids
8-12 (Pre-teen),Male,3.74,0,Kids
13-17 (Teen),Male,5.71,1,Kids
8-12 (Pre-teen),Female,3.86,0,Kids
13-17 (Teen),Female,5.02,0,Kids
8-12 (Pre-teen),Male,5.76,1,Kids
13-17 (Teen),Male,4.94,0,Kids
13-17 (Teen),Male,4.72,0,Kids
18-29 (Young Adult),Female,4.0,1,Kids
8-12 (Pre-teen),Female,5.24,1,Kids
13-17 (Teen),Male,4.68,1,Kids
8-12 (Pre-teen),Male,4.92,1,Kids
13-17 (Teen),Female,3.8,1,Kids
13-17 (Teen),Female,4.34,0,Kids
13-17 (Teen),Female,3.73,0,Kids
8-12 (Pre-teen),Female,4.5,0,Kids
13-17 (Teen),Male,3.01,0,Kids
18-29 (Young Adult),Male,3.55,0,Kids
13-17 (Teen),Female,4.62,1,Kids
13-17 (Teen),Female,3.86,1,Kids
13-17 (Teen),Female,3.96,0,Kids
8-12 (Pre-teen),Female,4.13,1,Kids
8-12 (Pre-teen),Female,5.03,1,Kids
13-17 (Teen),Female,4.4,1,Kids
18-29 (Young Adult),Female,6.08,1,Kids
13-17 (Teen),Male,3.92,1,Kids
13-17 (Teen),Female,0.84,0,Kids
13-17 (Teen),Female,4.97,1,Kids
8-12 (Pre-teen),Female,4.13,1,Kids
8-12 (Pre-teen),Male,2.01,0,Kids
18-29 (Young Adult),Female,3.73,1,Kids
13-17 (Teen),Male,2.88,0,Kids
13-17 (Teen),Male,4.86,1,Kids
8-12 (Pre-teen),Female,2.6,0,Kids
8-12 (Pre-teen),Female,4.73,1,Kids
13-17 (Teen),Female,5.66,0,Kids
18-29 (Young Adult),Male,3.84,0,Kids
8-12 (Pre-teen),Male,0.86,0,Kids
8-12 (Pre-teen),Female,3.91,0,Kids
13-17 (Teen),Female,4.37,0,Kids
13-17 (Teen),Male,4.29,0,Kids
13-17 (Teen),Male,5.19,1,Kids
13-17 (Teen),Male,5.84,0,Kids
8-12 (Pre-teen),Female,4.74,1,Kids
13-17 (Teen),Female,5.96,1,Kids
8-12 (Pre-teen),Female,6.37,0,Kids
18-29 (Young Adult),Male,4.98,0,Kids
8-12 (Pre-teen),Male,2.12,0,Kids
8-12 (Pre-teen),Male,4.62,1,Kids
8-12 (Pre-teen),Female,4.48,0,Kids
8-12 (Pre-teen),Female,7.69,1,Kids
8-12 (Pre-teen),Female,2.73,0,Kids
13-17 (Teen),Male,5.12,0,Kids
13-17 (Teen),Male,3.88,1,Kids
13-17 (Teen),Female,6.99,0,Kids
13-17 (Teen),Male,5.91,1,Kids
8-12 (Pre-teen),Female,4.97,1,Kids
8-12 (Pre-teen),Male,4.27,1,Kids
13-17 (Teen),Female,5.13,1,Kids
13-17 (Teen),Female,5.32,0,Kids
13-17 (Teen),Female,4.98,0,Kids
13-17 (Teen),Male,5.05,1,Kids
8-12 (Pre-teen),Female,5.48,1,Kids
8-12 (Pre-teen),Female,2.13,0,Kids
13-17 (Teen),Female,7.7,1,Kids
8-12 (Pre-teen),Female,3.8,0,Kids
13-17 (Teen),Female,3.9,1,Kids
8-12 (Pre-teen),Male,4.97,1,Kids
13-17 (Teen),Female,3.56,0,Kids
13-17 (Teen),Male,1.98,0,Kids
13-17 (Teen),Male,6.42,0,Kids
8-12 (Pre-teen),Female,3.85,1,Kids
8-12 (Pre-teen),Female,4.59,1,Kids
13-17 (Teen),Male,5.4,0,Kids
13-17 (Teen),Female,4.82,1,Kids
8-12 (Pre-teen),Female,3.62,1,Kids
8-12 (Pre-teen),Male,1.92,0,Kids
18-29 (Young Adult),Male,3.95,1,Kids
13-17 (Teen),Female,4.93,0,Kids
8-12 (Pre-teen),Female,1.69,0,Kids
13-17 (Teen),Male,3.64,1,Kids
13-17 (Teen),Female,5.89,1,Kids
13-17 (Teen),Male,2.73,0,Kids
13-17 (Teen),Male,4.86,1,Kids
8-12 (Pre-teen),Female,4.51,1,Kids
13-17 (Teen),Male,3.66,1,Kids
8-12 (Pre-teen),Female,0.0,0,Kids
13-17 (Teen),Female,4.86,1,Kids
13-17 (Teen),Female,4.09,1,Kids
8-12 (Pre-teen),Female,3.68,1,Kids
8-12 (Pre-teen),Female,3.59,1,Kids
